,SCC,Data.Category,Short.Name,EI.Sector,Option.Group,Option.Set,SCC.Level.One,SCC.Level.Two,SCC.Level.Three,SCC.Level.Four,Map.To,Last.Inventory.Year,Created_Date,Revised_Date,Usage.Notes
5385,30112730,Point,Chem Manuf /Fluorocarbons-CFCs /Chlorofluorocarbon 23/22,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Fluorocarbons/Chlorofluorocarbons,Chlorofluorocarbon 23/22,,,,,
5386,30112740,Point,Chem Manuf /Fluorocarbons-CFCs /Chlorofluorocarbon 113/114,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Fluorocarbons/Chlorofluorocarbons,Chlorofluorocarbon 113/114,,,,,
5387,30112780,Point,Chem Manuf /Fluorocarbons-CFCs /Fugitive Emissions,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Fluorocarbons/Chlorofluorocarbons,Fugitive Emissions,,,,,
5388,30113001,Point,Chem Manuf /Ammonium Sulfate /Caprolactum By-product Plants,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Ammonium Sulfate (Use 3-01-210 for Caprolactum Production),Caprolactum By-product Plants,,,,,
5389,30113003,Point,Chem Manuf /Ammonium Sulfate /Process Vents,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Ammonium Sulfate (Use 3-01-210 for Caprolactum Production),Process Vents,,,,,
5390,30113004,Point,Chem Manuf /Ammonium Sulfate /Caprolactum By-product: Rotary Dryer,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Ammonium Sulfate (Use 3-01-210 for Caprolactum Production),Caprolactum By-product: Rotary Dryer,,,,,
5391,30113005,Point,Chem Manuf /Ammonium Sulfate /Caprolactum By-product: Fluid Bed Dryer,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Ammonium Sulfate (Use 3-01-210 for Caprolactum Production),Caprolactum By-product: Fluid Bed Dryer,,,,,
5392,30113006,Point,Chem Manuf /Ammonium Sulfate /Caprolactum By-product: Crystallizer (Evaporator),Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Ammonium Sulfate (Use 3-01-210 for Caprolactum Production),Caprolactum By-product: Crystallizer (Evaporator),,,,,
5393,30113007,Point,Chem Manuf /Ammonium Sulfate /Caprolactum By-product: Screening,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Ammonium Sulfate (Use 3-01-210 for Caprolactum Production),Caprolactum By-product: Screening,,,,,
5394,30113201,Point,Chem Manuf /Organic Acid Manuf /Acetic Acid via Methanol,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Organic Acid Manufacturing,Acetic Acid via Methanol,,,,,
5395,30113205,Point,Chem Manuf /Organic Acid Manuf /Acetic Acid via Butane,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Organic Acid Manufacturing,Acetic Acid via Butane,,,,,
5396,30113210,Point,Chem Manuf /Organic Acid Manuf /Acetic Acid via Acetaldehyde,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Organic Acid Manufacturing,Acetic Acid via Acetaldehyde,,,,,
5397,30113221,Point,Chem Manuf /Organic Acid Manuf /General: Acrylic Acid,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Organic Acid Manufacturing,General: Acrylic Acid,,,,,
5398,30113222,Point,Chem Manuf /Organic Acid Manuf /Quench Absorber,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Organic Acid Manufacturing,Quench Absorber,,,,,
5399,30113223,Point,Chem Manuf /Organic Acid Manuf /Extraction Column,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Organic Acid Manufacturing,Extraction Column,,,,,
5400,30113224,Point,Chem Manuf /Organic Acid Manuf /Vacuum System,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Organic Acid Manufacturing,Vacuum System,,,,,
5401,30113227,Point,Chem Manuf /Organic Acid Manuf /Fugitive Emissions,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Organic Acid Manufacturing,Fugitive Emissions,,,,,
5402,30113299,Point,Chem Manuf /Organic Acid Manuf /Other Not Classified,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Organic Acid Manufacturing,Other Not Classified,,,,,
5403,30113301,Point,Chem Manuf /Acetic Anhydride /General,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Acetic Anhydride,General,,,,,
5404,30113302,Point,Chem Manuf /Acetic Anhydride /Reactor By-product Gas Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Acetic Anhydride,Reactor By-product Gas Vent,,,,,
5405,30113303,Point,Chem Manuf /Acetic Anhydride /Distillation Column Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Acetic Anhydride,Distillation Column Vent,,,,,
5406,30113380,Point,Chem Manuf /Acetic Anhydride /Fugitive Emissions,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Acetic Anhydride,Fugitive Emissions,,,,,
5407,30113701,Point,Chem Manuf /Esters Production /Ethyl Acrylate,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Esters Production,Ethyl Acrylate,,,,,
5408,30113710,Point,Chem Manuf /Esters Production /Butyl Acrylate,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Esters Production,Butyl Acrylate,,,,,
5409,30113799,Point,Chem Manuf /Esters Production /Acrylates: Specify in Comments,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Esters Production,Acrylates: Specify in Comments,,,,,
5410,30114001,Point,Chem Manuf /Acetylene Producion /Raw Material Handling,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Acetylene Producion,Raw Material Handling,,,,,
5411,30114002,Point,Chem Manuf /Acetylene Producion /Grinding/Milling,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Acetylene Producion,Grinding/Milling,,,,,
5412,30114003,Point,Chem Manuf /Acetylene Producion /Mixing,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Acetylene Producion,Mixing,,,,,
5413,30114004,Point,Chem Manuf /Acetylene Producion /Waste Handling,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Acetylene Producion,Waste Handling,,,,,
5414,30114005,Point,Chem Manuf /Acetylene Producion /General,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Acetylene Producion,General,,,,,
5415,30115201,Point,Chem Manuf /Bisphenol A /General,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Bisphenol A,General,,,,,
5416,30115301,Point,Chem Manuf /Butadiene /General,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Butadiene,General,,,,,
5417,30115310,Point,Chem Manuf /Butadiene /Houdry Process: Total,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Butadiene,Houdry Process: Total,,,,,
5418,30115311,Point,Chem Manuf /Butadiene /Houdry Process: Flue Gas Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Butadiene,Houdry Process: Flue Gas Vent,,,,,
5419,30115312,Point,Chem Manuf /Butadiene /Houdry Process: Dehydrogenation Reactor,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Butadiene,Houdry Process: Dehydrogenation Reactor,,,,,
5420,30115320,Point,Chem Manuf /Butadiene /n-Butene Process: Total,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Butadiene,n-Butene Process: Total,,,,,
5421,30115321,Point,Chem Manuf /Butadiene /n-Butene Process: Flue Gas Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Butadiene,n-Butene Process: Flue Gas Vent,,,,,
5422,30115322,Point,Chem Manuf /Butadiene /n-Butene Process: Hydrocarbon Absorber Column,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Butadiene,n-Butene Process: Hydrocarbon Absorber Column,,,,,
5423,30115380,Point,Chem Manuf /Butadiene /Fugitive Emissions,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Butadiene,Fugitive Emissions,,,,,
5424,30115601,Point,Chem Manuf /Cumene /General,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Cumene,General,,,,,
5425,30115602,Point,Chem Manuf /Cumene /Aluminum Chloride Catalyst Process: Benzene Drying Column,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Cumene,Aluminum Chloride Catalyst Process: Benzene Drying Column,,,,,
5426,30115603,Point,Chem Manuf /Cumene /Aluminum Chloride Catalyst Process: Catalyst Mix Tank Scrubber Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Cumene,Aluminum Chloride Catalyst Process: Catalyst Mix Tank Scrubber Vent,,,,,
5427,30115604,Point,Chem Manuf /Cumene /Aluminum Chloride Catalyst Process: Wash-Decant System Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Cumene,Aluminum Chloride Catalyst Process: Wash-Decant System Vent,,,,,
5428,30115605,Point,Chem Manuf /Cumene /Aluminum Chloride Catalyst Process: Benzene Recovery,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Cumene,Aluminum Chloride Catalyst Process: Benzene Recovery,,,,,
5429,30115606,Point,Chem Manuf /Cumene /Aluminum Chloride Catalyst Process: Cumene Distillation Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Cumene,Aluminum Chloride Catalyst Process: Cumene Distillation Vent,,,,,
5430,30115607,Point,Chem Manuf /Cumene /Aluminum Chloride Catalyst Process: DIPB Stripping Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Cumene,Aluminum Chloride Catalyst Process: DIPB Stripping Vent,,,,,
5431,30115609,Point,Chem Manuf /Cumene /Solid Phosphoric Acid Catalyst Process: Cumene Distillation Sys. Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Cumene,Solid Phosphoric Acid Catalyst Process: Cumene Distillation Sys. Vent,,,,,
5432,30115680,Point,Chem Manuf /Cumene /Fugitive Emissions,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Cumene,Fugitive Emissions,,,,,
5433,30115701,Point,Chem Manuf /Cyclohexane /General,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Cyclohexane,General,,,,,
5434,30115702,Point,Chem Manuf /Cyclohexane /Blowndown Tank Discharge,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Cyclohexane,Blowndown Tank Discharge,,,,,
5435,30115703,Point,Chem Manuf /Cyclohexane /Pumps/Valves/Compressors,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Cyclohexane,Pumps/Valves/Compressors,,,,,
5436,30115704,Point,Chem Manuf /Cyclohexane /Catalyst Replacement,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Cyclohexane,Catalyst Replacement,,,,,
5437,30115780,Point,Chem Manuf /Cyclohexane /Fugitive Emissions,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Cyclohexane,Fugitive Emissions,,,,,
5438,30115801,Point,Chem Manuf /Cyclohexanone-Cyclohexanol /General,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Cyclohexanone/Cyclohexanol,General,,,,,
5439,30115802,Point,Chem Manuf /Cyclohexanone-Cyclohexanol /High Pressure Scrubber Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Cyclohexanone/Cyclohexanol,High Pressure Scrubber Vent,,,,,
5440,30115803,Point,Chem Manuf /Cyclohexanone-Cyclohexanol /Low Pressure Scrubber Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Cyclohexanone/Cyclohexanol,Low Pressure Scrubber Vent,,,,,
5441,30115821,Point,Chem Manuf /Cyclohexanone-Cyclohexanol /Hydrogenation Reactor Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Cyclohexanone/Cyclohexanol,Hydrogenation Reactor Vent,,,,,
5442,30115822,Point,Chem Manuf /Cyclohexanone-Cyclohexanol /Distillation Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Cyclohexanone/Cyclohexanol,Distillation Vent,,,,,
5443,30115880,Point,Chem Manuf /Cyclohexanone-Cyclohexanol /Fugitive Emissions,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Cyclohexanone/Cyclohexanol,Fugitive Emissions,,,,,
5444,30116701,Point,Chem Manuf /Vinyl Acetate /General,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Vinyl Acetate,General,,,,,
5445,30116702,Point,Chem Manuf /Vinyl Acetate /Inert-gas Purge Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Vinyl Acetate,Inert-gas Purge Vent,,,,,
5446,30116703,Point,Chem Manuf /Vinyl Acetate /CO2 Purge Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Vinyl Acetate,CO2 Purge Vent,,,,,
5447,30116704,Point,Chem Manuf /Vinyl Acetate /Inhibitor Mix Tank Discharge,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Vinyl Acetate,Inhibitor Mix Tank Discharge,,,,,
5448,30116780,Point,Chem Manuf /Vinyl Acetate /Fugitive Emissions,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Vinyl Acetate,Fugitive Emissions,,,,,
5449,30116799,Point,Chem Manuf /Vinyl Acetate /Other Not Classified,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Vinyl Acetate,Other Not Classified,,,,,
5450,30116901,Point,Chem Manuf /Ethyl Benzene /General,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Ethyl Benzene,General,,,,,
5451,30116902,Point,Chem Manuf /Ethyl Benzene /Alkylation Reactor Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Ethyl Benzene,Alkylation Reactor Vent,,,,,
5452,30116903,Point,Chem Manuf /Ethyl Benzene /Benzene Drying,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Ethyl Benzene,Benzene Drying,,,,,
5453,30116904,Point,Chem Manuf /Ethyl Benzene /Benzene Recovery/Recycle,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Ethyl Benzene,Benzene Recovery/Recycle,,,,,
5454,30116905,Point,Chem Manuf /Ethyl Benzene /Ethylbenzene Recovery,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Ethyl Benzene,Ethylbenzene Recovery,,,,,
5455,30116906,Point,Chem Manuf /Ethyl Benzene /Polyethylbenzene Recovery,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Ethyl Benzene,Polyethylbenzene Recovery,,,,,
5456,30116980,Point,Chem Manuf /Ethyl Benzene /Fugitive Emissions,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Ethyl Benzene,Fugitive Emissions,,,,,
5457,30117401,Point,Chem Manuf /Ethylene Oxide /General,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Ethylene Oxide,General,,,,,
5458,30117402,Point,Chem Manuf /Ethylene Oxide /Air Oxidation Process Reactor: Main Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Ethylene Oxide,Air Oxidation Process Reactor: Main Vent,,,,,
5459,30117410,Point,Chem Manuf /Ethylene Oxide /Oxygen Oxidation Process Reactor: CO2 Purge Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Ethylene Oxide,Oxygen Oxidation Process Reactor: CO2 Purge Vent,,,,,
5460,30117411,Point,Chem Manuf /Ethylene Oxide /Oxygen Oxidation Process Reactor: Argon Purge Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Ethylene Oxide,Oxygen Oxidation Process Reactor: Argon Purge Vent,,,,,
5461,30117421,Point,Chem Manuf /Ethylene Oxide /Stripper Purge Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Ethylene Oxide,Stripper Purge Vent,,,,,
5462,30117480,Point,Chem Manuf /Ethylene Oxide /Fugitive Emissions,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Ethylene Oxide,Fugitive Emissions,,,,,
5463,30117601,Point,Chem Manuf /Glycerin (Glycerol) /General,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Glycerin (Glycerol),General,,,,,
5464,30117610,Point,Chem Manuf /Glycerin (Glycerol) /Chlorination Process: General,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Glycerin (Glycerol),Chlorination Process: General,,,,,
5465,30117611,Point,Chem Manuf /Glycerin (Glycerol) /CO2 Absorber,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Glycerin (Glycerol),CO2 Absorber,,,,,
5466,30117612,Point,Chem Manuf /Glycerin (Glycerol) /Evaporator,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Glycerin (Glycerol),Evaporator,,,,,
5467,30117613,Point,Chem Manuf /Glycerin (Glycerol) /Concentrator,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Glycerin (Glycerol),Concentrator,30117632.0,2005,,7/27/2008 0:00:00,
5468,30117614,Point,Chem Manuf /Glycerin (Glycerol) /Stripping Column,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Glycerin (Glycerol),Stripping Column,,,,,
5469,30117615,Point,Chem Manuf /Glycerin (Glycerol) /Light-ends Stripper,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Glycerin (Glycerol),Light-ends Stripping Column,30117631.0,2005,,7/27/2008 0:00:00,
5470,30117616,Point,Chem Manuf /Glycerin (Glycerol) /Solvent Stripping Column,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Glycerin (Glycerol),Solvent Stripping Column,,,,,
5471,30117617,Point,Chem Manuf /Glycerin (Glycerol) /Product Distillation Column,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Glycerin (Glycerol),Product Distillation Column,30117634.0,2005,,7/27/2008 0:00:00,
5472,30117618,Point,Chem Manuf /Glycerin (Glycerol) /Cooling Tower,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Glycerin (Glycerol),Cooling Tower,,,,,
5473,30117630,Point,Chem Manuf /Glycerin (Glycerol) /Oxidation Process: General,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Glycerin (Glycerol),Oxidation Process: General,,,,,
5474,30117631,Point,Chem Manuf /Glycerin (Glycerol) /Light-ends Stripper,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Glycerin (Glycerol),Light-ends Stripper,,,,,
5475,30117632,Point,Chem Manuf /Glycerin (Glycerol) /Concentrator,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Glycerin (Glycerol),Concentrator,,,,,
5476,30117633,Point,Chem Manuf /Glycerin (Glycerol) /Glycerin Flasher Column,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Glycerin (Glycerol),Glycerin Flasher Column,,,,,
5477,30117634,Point,Chem Manuf /Glycerin (Glycerol) /Product Distillation Column,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Glycerin (Glycerol),Product Distillation Column,,,,,
5478,30117680,Point,Chem Manuf /Glycerin (Glycerol) /Fugitive Emissions,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Glycerin (Glycerol),Fugitive Emissions,,,,,
5479,30118101,Point,Chem Manuf /Toluene Diisocyanate /General,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Toluene Diisocyanate,General,,,,,
5480,30118102,Point,Chem Manuf /Toluene Diisocyanate /Sulfuric Acid Concentrator,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Toluene Diisocyanate,Sulfuric Acid Concentrator,,,,,
5481,30118103,Point,Chem Manuf /Toluene Diisocyanate /Nitration Reactor,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Toluene Diisocyanate,Nitration Reactor,,,,,
5482,30118104,Point,Chem Manuf /Toluene Diisocyanate /Catalyst Filtration,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Toluene Diisocyanate,Catalyst Filtration,,,,,
5483,30118105,Point,Chem Manuf /Toluene Diisocyanate /TDA Vacuum Distillation Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Toluene Diisocyanate,TDA Vacuum Distillation Vent,,,,,
5484,30118106,Point,Chem Manuf /Toluene Diisocyanate /Dichlorobenzene Solvent Recovery,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Toluene Diisocyanate,Dichlorobenzene Solvent Recovery,,,,,
5485,30118107,Point,Chem Manuf /Toluene Diisocyanate /TDI Flash Distillation,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Toluene Diisocyanate,TDI Flash Distillation,,,,,
5486,30118108,Point,Chem Manuf /Toluene Diisocyanate /TDI Purification,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Toluene Diisocyanate,TDI Purification,,,,,
5487,30118109,Point,Chem Manuf /Toluene Diisocyanate /Residue Vacuum Distillation Unit,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Toluene Diisocyanate,Residue Vacuum Distillation Unit,,,,,
5488,30118110,Point,Chem Manuf /Toluene Diisocyanate /HCl Absorber,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Toluene Diisocyanate,HCl Absorber,,,,,
5489,30118180,Point,Chem Manuf /Toluene Diisocyanate /Fugitive Emissions,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Toluene Diisocyanate,Fugitive Emissions,,,,,
5490,30119001,Point,Chem Manuf /Methyl Methacrylate /General,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Methyl Methacrylate,General,,,,,
5491,30119002,Point,Chem Manuf /Methyl Methacrylate /Acetone Cyanohydrin Reactor Off-gas,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Methyl Methacrylate,Acetone Cyanohydrin Reactor Off-gas,,,,,
5492,30119003,Point,Chem Manuf /Methyl Methacrylate /Recovery Columns,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Methyl Methacrylate,Recovery Columns,,,,,
5493,30119004,Point,Chem Manuf /Methyl Methacrylate /Acetone Evaporation Vacuum Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Methyl Methacrylate,Acetone Evaporation Vacuum Vent,,,,,
5494,30119010,Point,Chem Manuf /Methyl Methacrylate /Hydrolysis Reactor,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Methyl Methacrylate,Hydrolysis Reactor,,,,,
5495,30119011,Point,Chem Manuf /Methyl Methacrylate /Distillation Unit,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Methyl Methacrylate,Distillation Unit,,,,,
5496,30119012,Point,Chem Manuf /Methyl Methacrylate /MMA and Light-ends Distillation Unit,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Methyl Methacrylate,MMA and Light-ends Distillation Unit,,,,,
5497,30119013,Point,Chem Manuf /Methyl Methacrylate /Acid Distillation,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Methyl Methacrylate,Acid Distillation,,,,,
5498,30119014,Point,Chem Manuf /Methyl Methacrylate /MMA Purification,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Methyl Methacrylate,MMA Purification,,,,,
5499,30119080,Point,Chem Manuf /Methyl Methacrylate /Fugitive Emissions,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Methyl Methacrylate,Fugitive Emissions,,,,,
5500,30119501,Point,Chem Manuf /Nitrobenzene /General,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Nitrobenzene,General,,,,,
5501,30119502,Point,Chem Manuf /Nitrobenzene /Reactor and Separator Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Nitrobenzene,Reactor and Separator Vent,,,,,
5502,30119503,Point,Chem Manuf /Nitrobenzene /Acid Stripper Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Nitrobenzene,Acid Stripper Vent,,,,,
5503,30119504,Point,Chem Manuf /Nitrobenzene /Washer and Neutralizer Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Nitrobenzene,Washer and Neutralizer Vent,,,,,
5504,30119505,Point,Chem Manuf /Nitrobenzene /Nitrobenzene Stripper Vent,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Nitrobenzene,Nitrobenzene Stripper Vent,,,,,
5505,30119506,Point,Chem Manuf /Nitrobenzene /Waste Acid Storage,Industrial Processes - Storage and Transfer,,,Industrial Processes,Chemical Manufacturing,Nitrobenzene,Waste Acid Storage,,,,,
5506,30119580,Point,Chem Manuf /Nitrobenzene /Fugitive Emissions,Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,Nitrobenzene,Fugitive Emissions,,,,,
5507,30119701,Point,"Chem Manuf /Butylene, Ethylene, Propylene, Olefin /Ethylene: General",Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,"Butylene, Ethylene, Propylene, Olefin Production",Ethylene: General,,,,,
5508,30119705,Point,"Chem Manuf /Butylene, Ethylene, Propylene, Olefin /Propylene: General",Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,"Butylene, Ethylene, Propylene, Olefin Production",Propylene: General,,,,,
5509,30119706,Point,"Chem Manuf /Butylene, Ethylene, Propylene, Olefin /Propylene: Reactor",Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,"Butylene, Ethylene, Propylene, Olefin Production",Propylene: Reactor,,,,,
5510,30119707,Point,"Chem Manuf /Butylene, Ethylene, Propylene, Olefin /Propylene: Drying Tower",Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,"Butylene, Ethylene, Propylene, Olefin Production",Propylene: Drying Tower,,,,,
5511,30119708,Point,"Chem Manuf /Butylene, Ethylene, Propylene, Olefin /Propylene: Light-ends Stripper",Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,"Butylene, Ethylene, Propylene, Olefin Production",Propylene: Light-ends Stripper,,,,,
5512,30119709,Point,"Chem Manuf /Butylene, Ethylene, Propylene, Olefin /Propylene: Fugitive Emissions",Industrial Processes - Chemical Manuf,,,Industrial Processes,Chemical Manufacturing,"Butylene, Ethylene, Propylene, Olefin Production",Propylene: Fugitive Emissions,,,,,
